paper_no,paper_key,title,year,field,field_hint,reported,value,unit,evidence_quote,notes
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecules on penta-graphen,2018,k_mesh,e.g. 15x15x1; write as printed,y,2 × 2 × 1,,The 2 × 2 × 1 Monkhorst-Pack mesh [28] was used for the Brillouin-zone integration,
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecules on penta-graphen,2018,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",n/a,,,,Dmol3 uses numerical atomic orbitals (LCAO)
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecules on penta-graphen,2018,force_threshold_ev_ang,force convergence criterion,y,0.002,Ha/Å,"convergence precision of energy for the maximum energy change, the maximum force, and the maximum displacement were 1 × 10−5 Ha, 0.002 Ha/Å, and 0.005 Å, respectively.",
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecules on penta-graphen,2018,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-5,Ha,the self-consistent field tolerance was set as 1 × 10−5 Ha.,
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecules on penta-graphen,2018,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,30,Å,A 3 × 3 supercell with a vacuum space of 30 Å,
25,10.1186_s11671-018-2687-y,First-principles investigation of adsorption behaviors of small molecules on penta-graphen,2018,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n,,,,Not explicitly stated in the text.
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode Material for Li-Ion,2019,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Vienna Ab initio Simulation Package (VASP) [33],
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode Material for Li-Ion,2019,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,general gradient approximation (GGA) exchange and correlation functionals parameterized by Perdew-Burke-Ernzerhof (PBE) are used [36],
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode Material for Li-Ion,2019,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,"projector augmented wave (PAW) method [34, 35]",
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode Material for Li-Ion,2019,k_mesh,e.g. 15x15x1; write as printed,y,spacing: 0.05 / 0.03 Å^-1,,density of the k-mesh is thicker than 0.05 Å−1 for ab initio molecule dynamics (AIMD) simulation and 0.03 Å−1 for other calculations.,
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode Material for Li-Ion,2019,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,450,eV,cutoff energy for the plane waves is chosen to be 450 eV,
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode Material for Li-Ion,2019,force_threshold_ev_ang,force convergence criterion,y,0.02,eV/Å,the final forces are converged to 0.02 eV/Å.,
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode Material for Li-Ion,2019,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated in the text.
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode Material for Li-Ion,2019,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Not explicitly stated in the text.
26,10.1186_s11671-019-3097-5,First Principles Study of Penta-siligraphene as High-Performance Anode Material for Li-Ion,2019,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane waves
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,"DFT as implemented in the Vienna Ab initio Simulation Package (VASP) [31, 32].",
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,generalized-gradient approximation (GGA) of Perdew–Burke–Ernzerhof (PBE) functional [33],
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",n,,,,Not explicitly stated in the text.
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,k_mesh,e.g. 15x15x1; write as printed,y,9 × 9 × 1,,a 9 × 9 × 1 Monkhorst−Pack grid (9 × 3 × 9 for TRANSIESTA) is used,
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,450,eV,The energy cutoff is set to 450 eV,
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,force_threshold_ev_ang,force convergence criterion,y,0.03,eV/Å,The force convergence criterion is less than 0.03 eV/Å.,
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated in the text.
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,15,Å,separated by at least 15 Å along the z-direction.,
27,10.1186_s11671-019-3142-4,Penta-Graphene as a Potential Gas Sensor for NOx Detection,2019,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane waves
28,10.21203_rs.3.rs-3221946_v1,First-principles study of optical aspects of Penta-graphene and T- Carbon nanostructures,2023,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,Wien2k,,from the Wien2k computational code [19].,
28,10.21203_rs.3.rs-3221946_v1,First-principles study of optical aspects of Penta-graphene and T- Carbon nanostructures,2023,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,GGA generalized gradient approximation [...] the (PBE) method is used [20],
28,10.21203_rs.3.rs-3221946_v1,First-principles study of optical aspects of Penta-graphene and T- Carbon nanostructures,2023,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",n/a,,,,Wien2k is an all-electron full-potential code (FP-LAPW)
28,10.21203_rs.3.rs-3221946_v1,First-principles study of optical aspects of Penta-graphene and T- Carbon nanostructures,2023,k_mesh,e.g. 15x15x1; write as printed,y,1x12x12 and 1x25x25,,by selecting 1x12x12 and 1x25x25 meshing.,
28,10.21203_rs.3.rs-3221946_v1,First-principles study of optical aspects of Penta-graphene and T- Carbon nanostructures,2023,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,RMTKmax = 7,,"Calculation input parameters RMTKmax = 7, Gmax = 14 Ry1/2",
28,10.21203_rs.3.rs-3221946_v1,First-principles study of optical aspects of Penta-graphene and T- Carbon nanostructures,2023,force_threshold_ev_ang,force convergence criterion,n,,,,Not explicitly stated in the text.
28,10.21203_rs.3.rs-3221946_v1,First-principles study of optical aspects of Penta-graphene and T- Carbon nanostructures,2023,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated in the text.
28,10.21203_rs.3.rs-3221946_v1,First-principles study of optical aspects of Penta-graphene and T- Carbon nanostructures,2023,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Not explicitly stated in the text.
28,10.21203_rs.3.rs-3221946_v1,First-principles study of optical aspects of Penta-graphene and T- Carbon nanostructures,2023,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,Wien2k uses APW+lo
29,10.3389_fchem.2022.1061703,"Theoretical analysis of the thermoelectric properties of penta-PdX2 (X = Se, Te) monolayer",2022,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Vienna ab initio simulation package (VASP),
29,10.3389_fchem.2022.1061703,"Theoretical analysis of the thermoelectric properties of penta-PdX2 (X = Se, Te) monolayer",2022,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,The electron exchange-correlation energy was described by GGA-PBE,
29,10.3389_fchem.2022.1061703,"Theoretical analysis of the thermoelectric properties of penta-PdX2 (X = Se, Te) monolayer",2022,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector-augmented plane wave method,
29,10.3389_fchem.2022.1061703,"Theoretical analysis of the thermoelectric properties of penta-PdX2 (X = Se, Te) monolayer",2022,k_mesh,e.g. 15x15x1; write as printed,y,12 × 11 × 1,,The k-point meshes were set as 12 × 11 × 1,
29,10.3389_fchem.2022.1061703,"Theoretical analysis of the thermoelectric properties of penta-PdX2 (X = Se, Te) monolayer",2022,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,500,eV,cut-off energy was set to 500 eV,
29,10.3389_fchem.2022.1061703,"Theoretical analysis of the thermoelectric properties of penta-PdX2 (X = Se, Te) monolayer",2022,force_threshold_ev_ang,force convergence criterion,y,10^-4,eV/Å,the forces on atoms were less than 10–4 eV Å−1,
29,10.3389_fchem.2022.1061703,"Theoretical analysis of the thermoelectric properties of penta-PdX2 (X = Se, Te) monolayer",2022,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-5,eV,until the energy change per atom was less than 10–5 eV,
29,10.3389_fchem.2022.1061703,"Theoretical analysis of the thermoelectric properties of penta-PdX2 (X = Se, Te) monolayer",2022,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,20,Å,We took a 20 Å thick vacuum slab insertion,
29,10.3389_fchem.2022.1061703,"Theoretical analysis of the thermoelectric properties of penta-PdX2 (X = Se, Te) monolayer",2022,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane waves
30,10.3389_fmats.2021.683503,Uniform Strain-Dependent Thermal Conductivity of Pentagonal and Hexagonal Silicene,2021,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Vienna ab initio simulation package (VASP),
30,10.3389_fmats.2021.683503,Uniform Strain-Dependent Thermal Conductivity of Pentagonal and Hexagonal Silicene,2021,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,"The Perdew–Burke–Ernzerhof (PBE) (Perdew et al., 1996) of generalized gradient approximation (GGA)",
30,10.3389_fmats.2021.683503,Uniform Strain-Dependent Thermal Conductivity of Pentagonal and Hexagonal Silicene,2021,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector augmented wave pseudopotentials (PAW),
30,10.3389_fmats.2021.683503,Uniform Strain-Dependent Thermal Conductivity of Pentagonal and Hexagonal Silicene,2021,k_mesh,e.g. 15x15x1; write as printed,y,grid density of 0.25 Å−1,,k-mesh with a grid density of 0.25 Å−1 is used,
30,10.3389_fmats.2021.683503,Uniform Strain-Dependent Thermal Conductivity of Pentagonal and Hexagonal Silicene,2021,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,500,eV,kinetic energy cutoff of 500 eV,
30,10.3389_fmats.2021.683503,Uniform Strain-Dependent Thermal Conductivity of Pentagonal and Hexagonal Silicene,2021,force_threshold_ev_ang,force convergence criterion,y,10^-8,eV/Å,maximum Hellmann–Feynman force is no larger than 10−8 eV/Å,
30,10.3389_fmats.2021.683503,Uniform Strain-Dependent Thermal Conductivity of Pentagonal and Hexagonal Silicene,2021,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-8,eV,"The electronic step and ionic step stop criteria are 10−8 and 10−7 eV, respectively.",electronic step is 10^-8 eV.
30,10.3389_fmats.2021.683503,Uniform Strain-Dependent Thermal Conductivity of Pentagonal and Hexagonal Silicene,2021,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Not explicitly stated in the text.
30,10.3389_fmats.2021.683503,Uniform Strain-Dependent Thermal Conductivity of Pentagonal and Hexagonal Silicene,2021,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane waves
31,10.4279_pip.130003,An ab initio study of small gas molecule adsorption on the edge of N-doped sawtooth penta-,2021,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,Atomistix ToolKit (ATK),,using the Atomistix ToolKit (ATK) software package,
31,10.4279_pip.130003,An ab initio study of small gas molecule adsorption on the edge of N-doped sawtooth penta-,2021,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,within the generalized gradient approximation (GGA) of Perdew Burke Ernzerhof (PBE) [40],
31,10.4279_pip.130003,An ab initio study of small gas molecule adsorption on the edge of N-doped sawtooth penta-,2021,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",n,,,,Not explicitly stated in the text.
31,10.4279_pip.130003,An ab initio study of small gas molecule adsorption on the edge of N-doped sawtooth penta-,2021,k_mesh,e.g. 15x15x1; write as printed,y,1 x 1 x 9,,1 x 1 x 9 k-point sampling,
31,10.4279_pip.130003,An ab initio study of small gas molecule adsorption on the edge of N-doped sawtooth penta-,2021,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,790,eV,a cut-oﬀenergy of 790 eV,
31,10.4279_pip.130003,An ab initio study of small gas molecule adsorption on the edge of N-doped sawtooth penta-,2021,force_threshold_ev_ang,force convergence criterion,y,0.05,Ha/Å,the maximum force ... of ... 0.05 Ha/˚A,
31,10.4279_pip.130003,An ab initio study of small gas molecule adsorption on the edge of N-doped sawtooth penta-,2021,energy_threshold_ev,SCF / total-energy convergence criterion,y,2.10^-5,eV/atom,the maximum energy change ... of 2.10−5 eV/atom,
31,10.4279_pip.130003,An ab initio study of small gas molecule adsorption on the edge of N-doped sawtooth penta-,2021,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,10,Å,A 10 ˚A vacuum space was introduced,
31,10.4279_pip.130003,An ab initio study of small gas molecule adsorption on the edge of N-doped sawtooth penta-,2021,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",y,DZP,,a double-zeta-polarized basis set was used,
32,10.48550_arxiv.1701.03715,The anisotropic ultrahigh hole mobility in strain-engineering two-dimensional penta-SiC$_2,2017,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Vienna ab-initio simulation package (VASP),
32,10.48550_arxiv.1701.03715,The anisotropic ultrahigh hole mobility in strain-engineering two-dimensional penta-SiC$_2,2017,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,generalized gradient approximation (GGA) using the Perdew-Burke-Ernzerhof (PBE) functional,
32,10.48550_arxiv.1701.03715,The anisotropic ultrahigh hole mobility in strain-engineering two-dimensional penta-SiC$_2,2017,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector-augmented-wave pseudo potential method,
32,10.48550_arxiv.1701.03715,The anisotropic ultrahigh hole mobility in strain-engineering two-dimensional penta-SiC$_2,2017,k_mesh,e.g. 15x15x1; write as printed,y,13x13x1 / 21x21x1,,k-point meshes of 13×13×1 and 21×21×1 for geometry optimization and self-consistent electronic structure calculations,
32,10.48550_arxiv.1701.03715,The anisotropic ultrahigh hole mobility in strain-engineering two-dimensional penta-SiC$_2,2017,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,500,eV,kinetic energy cutoﬀof 500 eV,
32,10.48550_arxiv.1701.03715,The anisotropic ultrahigh hole mobility in strain-engineering two-dimensional penta-SiC$_2,2017,force_threshold_ev_ang,force convergence criterion,y,10^-3,eV/Å,maximum Hellmann-Feynman force acting on each atom is 10−3 eV/Å,
32,10.48550_arxiv.1701.03715,The anisotropic ultrahigh hole mobility in strain-engineering two-dimensional penta-SiC$_2,2017,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-5,eV,energy convergence value between two consecutive steps is chosen as 10−5 eV,
32,10.48550_arxiv.1701.03715,The anisotropic ultrahigh hole mobility in strain-engineering two-dimensional penta-SiC$_2,2017,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,15,Å,separation between the layers is set to be 15 Å for monolayer,
32,10.48550_arxiv.1701.03715,The anisotropic ultrahigh hole mobility in strain-engineering two-dimensional penta-SiC$_2,2017,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane wave basis set
33,10.48550_arxiv.1703.03789,Mechanical Properties and Fracture Patterns of Pentagraphene Membranes,2017,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,SIESTA,,as implemented in the SIESTA code,
33,10.48550_arxiv.1703.03789,Mechanical Properties and Fracture Patterns of Pentagraphene Membranes,2017,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA,,we used the generalized gradient approximation (GGA),
33,10.48550_arxiv.1703.03789,Mechanical Properties and Fracture Patterns of Pentagraphene Membranes,2017,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,norm-conserving Troullier-Martins,,pseudopotentials were modeled within the norm-conserving Troullier-Martins scheme,
33,10.48550_arxiv.1703.03789,Mechanical Properties and Fracture Patterns of Pentagraphene Membranes,2017,k_mesh,e.g. 15x15x1; write as printed,y,8 x 8 x 1,,grid of 8 × 8 × 1 k-points,
33,10.48550_arxiv.1703.03789,Mechanical Properties and Fracture Patterns of Pentagraphene Membranes,2017,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,400,Ry,mesh cutoﬀof 400 Ry,
33,10.48550_arxiv.1703.03789,Mechanical Properties and Fracture Patterns of Pentagraphene Membranes,2017,force_threshold_ev_ang,force convergence criterion,y,0.01,eV/Å,maximum force component on any atom was less than 10 meV/˚A,
33,10.48550_arxiv.1703.03789,Mechanical Properties and Fracture Patterns of Pentagraphene Membranes,2017,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-4,eV,SCF convergence thresholds for electronic total energy were set to 10−4 eV,
33,10.48550_arxiv.1703.03789,Mechanical Properties and Fracture Patterns of Pentagraphene Membranes,2017,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,20,Å,with a perpendicular oﬀ-plane lattice vector az large enough (20 ˚A),
33,10.48550_arxiv.1703.03789,Mechanical Properties and Fracture Patterns of Pentagraphene Membranes,2017,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",y,DZP,,expanded in a double-ζ basis set ... enhanced with polarization orbitals,
34,10.48550_arxiv.1703.09071,Metamorphosis in Carbon Network: From Penta-Graphene to Biphenylene under Uniaxial Tension,2017,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Vienna ab Initio Simulation Package (VASP),
34,10.48550_arxiv.1703.09071,Metamorphosis in Carbon Network: From Penta-Graphene to Biphenylene under Uniaxial Tension,2017,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,"Generalized Gradient Approximation (GGA)[45] using Perdew, Burke, and Ernzerhof (PBE) functional",
34,10.48550_arxiv.1703.09071,Metamorphosis in Carbon Network: From Penta-Graphene to Biphenylene under Uniaxial Tension,2017,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,Projector Augmented Wave (PAW)[46] method,
34,10.48550_arxiv.1703.09071,Metamorphosis in Carbon Network: From Penta-Graphene to Biphenylene under Uniaxial Tension,2017,k_mesh,e.g. 15x15x1; write as printed,y,7 x 7 x 1 / 30 x 30 x 1,,k-point mesh size of 7 x 7 x 1 ... higher k-point sampling of 30 x 30 x 1,
34,10.48550_arxiv.1703.09071,Metamorphosis in Carbon Network: From Penta-Graphene to Biphenylene under Uniaxial Tension,2017,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,450,eV,energy cutoff of 450 eV,
34,10.48550_arxiv.1703.09071,Metamorphosis in Carbon Network: From Penta-Graphene to Biphenylene under Uniaxial Tension,2017,force_threshold_ev_ang,force convergence criterion,y,0.02,eV/Å,atomic force components of 0.02 eV/ Å,
34,10.48550_arxiv.1703.09071,Metamorphosis in Carbon Network: From Penta-Graphene to Biphenylene under Uniaxial Tension,2017,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-5,eV,threshold for total energy of 10-5 eV,10^-8 eV used for DFPT
34,10.48550_arxiv.1703.09071,Metamorphosis in Carbon Network: From Penta-Graphene to Biphenylene under Uniaxial Tension,2017,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,20,Å,vacuum of length 20Å,
34,10.48550_arxiv.1703.09071,Metamorphosis in Carbon Network: From Penta-Graphene to Biphenylene under Uniaxial Tension,2017,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane wave basis set
35,10.48550_arxiv.2109.04006,Two-dimensional pentagonal material Penta-PdPSe: A first-principle study,2021,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Vienna ab-initio simulation package (VASP),
35,10.48550_arxiv.2109.04006,Two-dimensional pentagonal material Penta-PdPSe: A first-principle study,2021,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,Perdew-Burke-Ernzerhof(PBE),
35,10.48550_arxiv.2109.04006,Two-dimensional pentagonal material Penta-PdPSe: A first-principle study,2021,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector augmented wave (PAW) method,
35,10.48550_arxiv.2109.04006,Two-dimensional pentagonal material Penta-PdPSe: A first-principle study,2021,k_mesh,e.g. 15x15x1; write as printed,y,21 x 21 x 1,,21×21×1 Γ centered k-point grid was employed,
35,10.48550_arxiv.2109.04006,Two-dimensional pentagonal material Penta-PdPSe: A first-principle study,2021,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,500,eV,kinetic energy cut-oﬀequal to 500 eV,
35,10.48550_arxiv.2109.04006,Two-dimensional pentagonal material Penta-PdPSe: A first-principle study,2021,force_threshold_ev_ang,force convergence criterion,y,0.05,eV/Å,Hellmann-Feynman forces are decreased to 0.05 eV/˚A,
35,10.48550_arxiv.2109.04006,Two-dimensional pentagonal material Penta-PdPSe: A first-principle study,2021,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-5,eV,ﬂuctuations in the energy is below 10−5 eV,
35,10.48550_arxiv.2109.04006,Two-dimensional pentagonal material Penta-PdPSe: A first-principle study,2021,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Not explicitly stated in the text.
35,10.48550_arxiv.2109.04006,Two-dimensional pentagonal material Penta-PdPSe: A first-principle study,2021,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane waves
36,10.48550_arxiv.2202.03963,Topological bands in the PdSe$_2$ pentagonal monolayer,2022,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,QUANTUM ESPRESSO / GPAW,,QUANTUM ESPRESSO (QE) package ... GPAW code,
36,10.48550_arxiv.2202.03963,Topological bands in the PdSe$_2$ pentagonal monolayer,2022,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,GGA ... within the Perdew-Burke-Ernzerhof (PBE),
36,10.48550_arxiv.2202.03963,Topological bands in the PdSe$_2$ pentagonal monolayer,2022,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projected augmented wave (PAW) method,
36,10.48550_arxiv.2202.03963,Topological bands in the PdSe$_2$ pentagonal monolayer,2022,k_mesh,e.g. 15x15x1; write as printed,y,15 x 15 x 1,,Monkhorst-Pack grid of 15 × 15 × 1,
36,10.48550_arxiv.2202.03963,Topological bands in the PdSe$_2$ pentagonal monolayer,2022,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,100,Ry,energy cutoﬀfor the plane wave basis was 100 Ry,
36,10.48550_arxiv.2202.03963,Topological bands in the PdSe$_2$ pentagonal monolayer,2022,force_threshold_ev_ang,force convergence criterion,y,10^-4,eV/Å,force tolerance of 10−4 eV/˚A,
36,10.48550_arxiv.2202.03963,Topological bands in the PdSe$_2$ pentagonal monolayer,2022,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-8,Ry,energy convergence tolerance was set to 10−8 Ry,
36,10.48550_arxiv.2202.03963,Topological bands in the PdSe$_2$ pentagonal monolayer,2022,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,20,Å,vacuum distance of 20 ˚A,
36,10.48550_arxiv.2202.03963,Topological bands in the PdSe$_2$ pentagonal monolayer,2022,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,QE uses plane waves
37,10.48550_arxiv.2210.12697,Tetragonal Mexican-Hat Dispersion and Switchable Half-Metal State with Multiple Anisotropi,2022,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,implemented with VASP,
37,10.48550_arxiv.2210.12697,Tetragonal Mexican-Hat Dispersion and Switchable Half-Metal State with Multiple Anisotropi,2022,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,generalized gradient approximation (GGA) with Perdew-Burke-Ernzerhof (PBE) functional,
37,10.48550_arxiv.2210.12697,Tetragonal Mexican-Hat Dispersion and Switchable Half-Metal State with Multiple Anisotropi,2022,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector augmented wave (PAW) method,
37,10.48550_arxiv.2210.12697,Tetragonal Mexican-Hat Dispersion and Switchable Half-Metal State with Multiple Anisotropi,2022,k_mesh,e.g. 15x15x1; write as printed,y,2π×0.02 ˚A−1,,Monkhorst-Pack k-point mesh with uniform spacing of 2π×0.02 ˚A−1,
37,10.48550_arxiv.2210.12697,Tetragonal Mexican-Hat Dispersion and Switchable Half-Metal State with Multiple Anisotropi,2022,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,600,eV,cutoﬀenergy of 600 eV,
37,10.48550_arxiv.2210.12697,Tetragonal Mexican-Hat Dispersion and Switchable Half-Metal State with Multiple Anisotropi,2022,force_threshold_ev_ang,force convergence criterion,y,0.001,eV/Å,0.001 eV/˚A ... for the ... Hellmann-Feynman force,
